,Team,Date,Opponent,Result,Location
504,Purdue,Sun Mar 20,Texas,W,Neutral
505,Purdue,Fri Mar 25,Saint Peter's,L,Neutral
506,Texas,Tue Nov 9,Houston Baptist,W,Home
507,Texas,Sat Nov 13,Gonzaga,L,Away
508,Texas,Wed Nov 17,Northern Colorado,W,Home
509,Texas,Sat Nov 20,San Jose St.,W,Home
510,Texas,Wed Nov 24,Cal Baptist,W,Home
511,Texas,Mon Nov 29,Sam Houston St.,W,Home
512,Texas,Fri Dec 3,UT Rio Grande Valley,W,Home
513,Texas,Thu Dec 9,Seton Hall,L,Away
514,Texas,Tue Dec 14,Arkansas Pine Bluff,W,Home
515,Texas,Sun Dec 19,Stanford,W,Neutral
516,Texas,Wed Dec 22,Alabama St.,W,Home
517,Texas,Tue Dec 28,Incarnate Word,W,Home
518,Texas,Sat Jan 1,West Virginia,W,Home
519,Texas,Tue Jan 4,Kansas St.,W,Away
520,Texas,Sat Jan 8,Oklahoma St.,L,Away
521,Texas,Tue Jan 11,Oklahoma,W,Home
522,Texas,Sat Jan 15,Iowa St.,L,Away
523,Texas,Tue Jan 18,Kansas St.,L,Home
524,Texas,Sat Jan 22,Oklahoma St.,W,Home
525,Texas,Tue Jan 25,TCU,W,Away
526,Texas,Sat Jan 29,Tennessee,W,Home
527,Texas,Tue Feb 1,Texas Tech,L,Away
528,Texas,Sat Feb 5,Iowa St.,W,Home
529,Texas,Mon Feb 7,Kansas,W,Home
530,Texas,Sat Feb 12,Baylor,L,Away
531,Texas,Tue Feb 15,Oklahoma,W,Away
532,Texas,Sat Feb 19,Texas Tech,L,Home
533,Texas,Wed Feb 23,TCU,W,Home
534,Texas,Sat Feb 26,West Virginia,W,Away
535,Texas,Mon Feb 28,Baylor,L,Home
536,Texas,Sat Mar 5,Kansas,L,Away
537,Texas,Thu Mar 10,TCU,L,Neutral
538,Texas,Fri Mar 18,Virginia Tech,W,Neutral
539,Texas,Sun Mar 20,Purdue,L,Neutral
540,North Carolina,Tue Nov 9,Loyola MD,W,Home
541,North Carolina,Fri Nov 12,Brown,W,Home
542,North Carolina,Tue Nov 16,Charleston,W,Away
543,North Carolina,Sat Nov 20,Purdue,L,Neutral
544,North Carolina,Sun Nov 21,Tennessee,L,Neutral
545,North Carolina,Tue Nov 23,UNC Asheville,W,Home
546,North Carolina,Wed Dec 1,Michigan,W,Home
547,North Carolina,Sun Dec 5,Georgia Tech,W,Away
548,North Carolina,Sat Dec 11,Elon,W,Home
549,North Carolina,Tue Dec 14,Furman,W,Home
550,North Carolina,Sat Dec 18,Kentucky,L,Neutral
551,North Carolina,Tue Dec 21,Appalachian St.,W,Home
552,North Carolina,Sun Jan 2,Boston College,W,Away
553,North Carolina,Wed Jan 5,Notre Dame,L,Away
554,North Carolina,Sat Jan 8,Virginia,W,Home
555,North Carolina,Sat Jan 15,Georgia Tech,W,Home
556,North Carolina,Tue Jan 18,Miami FL,L,Away
557,North Carolina,Sat Jan 22,Wake Forest,L,Away
558,North Carolina,Mon Jan 24,Virginia Tech,W,Home
559,North Carolina,Wed Jan 26,Boston College,W,Home
560,North Carolina,Sat Jan 29,N.C. State,W,Home
561,North Carolina,Tue Feb 1,Louisville,W,Away
562,North Carolina,Sat Feb 5,Duke,L,Home
563,North Carolina,Tue Feb 8,Clemson,W,Away
564,North Carolina,Sat Feb 12,Florida St.,W,Home
565,North Carolina,Wed Feb 16,Pittsburgh,L,Home
566,North Carolina,Sat Feb 19,Virginia Tech,W,Away
567,North Carolina,Mon Feb 21,Louisville,W,Home
568,North Carolina,Sat Feb 26,N.C. State,W,Away
569,North Carolina,Mon Feb 28,Syracuse,W,Home
570,North Carolina,Sat Mar 5,Duke,W,Away
571,North Carolina,Thu Mar 10,Virginia,W,Neutral
572,North Carolina,Fri Mar 11,Virginia Tech,L,Neutral
573,North Carolina,Thu Mar 17,Marquette,W,Neutral
574,North Carolina,Sat Mar 19,Baylor,W,Neutral
575,North Carolina,Fri Mar 25,UCLA,W,Neutral
576,North Carolina,Sun Mar 27,Saint Peter's,W,Neutral
577,North Carolina,Sat Apr 2,Duke,W,Neutral
578,North Carolina,Mon Apr 4,Kansas,L,Neutral
579,Saint Mary's,Tue Nov 9,Prairie View A&M,W,Home
580,Saint Mary's,Fri Nov 12,Texas Southern,W,Home
581,Saint Mary's,Mon Nov 15,Southern Utah,W,Home
582,Saint Mary's,Wed Nov 17,Bellarmine,W,Home
583,Saint Mary's,Mon Nov 22,Notre Dame,W,Neutral
584,Saint Mary's,Tue Nov 23,Oregon,W,Neutral
585,Saint Mary's,Wed Nov 24,Wisconsin,L,Neutral
586,Saint Mary's,Mon Nov 29,UC Riverside,W,Home
587,Saint Mary's,Thu Dec 2,Utah St.,W,Away
588,Saint Mary's,Sat Dec 4,Colorado St.,L,Away
589,Saint Mary's,Sat Dec 11,UC Santa Barbara,W,Home
590,Saint Mary's,Fri Dec 17,San Diego St.,L,Neutral
591,Saint Mary's,Wed Dec 22,Missouri St.,W,Home
592,Saint Mary's,Tue Dec 28,Yale,W,Home
593,Saint Mary's,Sat Jan 8,BYU,L,Away
594,Saint Mary's,Thu Jan 13,Pepperdine,W,Away
595,Saint Mary's,Thu Jan 20,Santa Clara,W,Home
596,Saint Mary's,Sat Jan 22,Loyola Marymount,W,Away
597,Saint Mary's,Thu Jan 27,San Francisco,W,Away
598,Saint Mary's,Sat Jan 29,Pepperdine,W,Home
599,Saint Mary's,Thu Feb 3,Portland,W,Away
600,Saint Mary's,Sat Feb 5,Loyola Marymount,W,Home
601,Saint Mary's,Tue Feb 8,Santa Clara,L,Away
602,Saint Mary's,Thu Feb 10,San Diego,W,Home
603,Saint Mary's,Sat Feb 12,Gonzaga,L,Away
604,Saint Mary's,Thu Feb 17,San Francisco,W,Home
605,Saint Mary's,Sat Feb 19,BYU,W,Home
606,Saint Mary's,Thu Feb 24,San Diego,W,Away
607,Saint Mary's,Sat Feb 26,Gonzaga,W,Home
608,Saint Mary's,Mon Mar 7,Santa Clara,W,Neutral
609,Saint Mary's,Tue Mar 8,Gonzaga,L,Neutral
610,Saint Mary's,Thu Mar 17,Indiana,W,Neutral
611,Saint Mary's,Sat Mar 19,UCLA,L,Neutral
612,Arkansas,Tue Nov 9,Mercer,W,Home
613,Arkansas,Sat Nov 13,Gardner Webb,W,Home
614,Arkansas,Wed Nov 17,Northern Iowa,W,Home
615,Arkansas,Mon Nov 22,Kansas St.,W,Neutral
616,Arkansas,Tue Nov 23,Cincinnati,W,Neutral
617,Arkansas,Sun Nov 28,Penn,W,Home
618,Arkansas,Wed Dec 1,Central Arkansas,W,Home
619,Arkansas,Sat Dec 4,Little Rock,W,Home
620,Arkansas,Tue Dec 7,Charlotte,W,Home
621,Arkansas,Sat Dec 11,Oklahoma,L,Neutral
622,Arkansas,Sat Dec 18,Hofstra,L,Semi-Home
623,Arkansas,Tue Dec 21,Elon,W,Home
624,Arkansas,Wed Dec 29,Mississippi St.,L,Away
625,Arkansas,Tue Jan 4,Vanderbilt,L,Home
626,Arkansas,Sat Jan 8,Texas A&M,L,Away
627,Arkansas,Wed Jan 12,Missouri,W,Home
628,Arkansas,Sat Jan 15,LSU,W,Away
629,Arkansas,Tue Jan 18,South Carolina,W,Home
630,Arkansas,Sat Jan 22,Texas A&M,W,Home
631,Arkansas,Wed Jan 26,Mississippi,W,Away
632,Arkansas,Sat Jan 29,West Virginia,W,Home
633,Arkansas,Wed Feb 2,Georgia,W,Away
634,Arkansas,Sat Feb 5,Mississippi St.,W,Home
635,Arkansas,Tue Feb 8,Auburn,W,Home
636,Arkansas,Sat Feb 12,Alabama,L,Away
637,Arkansas,Tue Feb 15,Missouri,W,Away
638,Arkansas,Sat Feb 19,Tennessee,W,Home
639,Arkansas,Tue Feb 22,Florida,W,Away
640,Arkansas,Sat Feb 26,Kentucky,W,Home
641,Arkansas,Wed Mar 2,LSU,W,Home
642,Arkansas,Sat Mar 5,Tennessee,L,Away
643,Arkansas,Fri Mar 11,LSU,W,Neutral
644,Arkansas,Sat Mar 12,Texas A&M,L,Neutral
645,Arkansas,Thu Mar 17,Vermont,W,Neutral
646,Arkansas,Sat Mar 19,New Mexico St.,W,Neutral
647,Arkansas,Thu Mar 24,Gonzaga,W,Neutral
648,Arkansas,Sat Mar 26,Duke,L,Neutral
649,Virginia Tech,Tue Nov 9,Maine,W,Home
650,Virginia Tech,Fri Nov 12,Navy,W,Away
651,Virginia Tech,Mon Nov 15,Radford,W,Home
652,Virginia Tech,Thu Nov 18,St. Francis PA,W,Home
653,Virginia Tech,Sun Nov 21,Merrimack,W,Home
654,Virginia Tech,Wed Nov 24,Memphis,L,Neutral
655,Virginia Tech,Fri Nov 26,Xavier,L,Neutral
656,Virginia Tech,Wed Dec 1,Maryland,W,Away
657,Virginia Tech,Sat Dec 4,Wake Forest,L,Home
658,Virginia Tech,Wed Dec 8,Cornell,W,Home
659,Virginia Tech,Sun Dec 12,Dayton,L,Away
660,Virginia Tech,Fri Dec 17,St. Bonaventure,W,Neutral
661,Virginia Tech,Wed Dec 22,Duke,L,Away
662,Virginia Tech,Tue Jan 4,N.C. State,L,Home
663,Virginia Tech,Wed Jan 12,Virginia,L,Away
664,Virginia Tech,Sat Jan 15,Notre Dame,W,Home
665,Virginia Tech,Wed Jan 19,N.C. State,W,Away
666,Virginia Tech,Sat Jan 22,Boston College,L,Away
667,Virginia Tech,Mon Jan 24,North Carolina,L,Away
668,Virginia Tech,Wed Jan 26,Miami FL,L,Home
669,Virginia Tech,Sat Jan 29,Florida St.,W,Away
670,Virginia Tech,Wed Feb 2,Georgia Tech,W,Home
671,Virginia Tech,Sat Feb 5,Pittsburgh,W,Away
672,Virginia Tech,Mon Feb 7,Pittsburgh,W,Home
673,Virginia Tech,Sat Feb 12,Syracuse,W,Home
674,Virginia Tech,Mon Feb 14,Virginia,W,Home
675,Virginia Tech,Sat Feb 19,North Carolina,L,Home
676,Virginia Tech,Wed Feb 23,Georgia Tech,W,Away
677,Virginia Tech,Sat Feb 26,Miami FL,W,Away
678,Virginia Tech,Tue Mar 1,Louisville,W,Home
679,Virginia Tech,Sat Mar 5,Clemson,L,Away
680,Virginia Tech,Wed Mar 9,Clemson,W,Neutral
681,Virginia Tech,Thu Mar 10,Notre Dame,W,Neutral
682,Virginia Tech,Fri Mar 11,North Carolina,W,Neutral
683,Virginia Tech,Sat Mar 12,Duke,W,Neutral
684,Virginia Tech,Fri Mar 18,Texas,L,Neutral
685,Illinois,Tue Nov 9,Jackson St.,W,Home
686,Illinois,Fri Nov 12,Arkansas St.,W,Home
687,Illinois,Mon Nov 15,Marquette,L,Away
688,Illinois,Mon Nov 22,Cincinnati,L,Neutral
689,Illinois,Tue Nov 23,Kansas St.,W,Neutral
690,Illinois,Fri Nov 26,UT Rio Grande Valley,W,Home
691,Illinois,Mon Nov 29,Notre Dame,W,Home
692,Illinois,Fri Dec 3,Rutgers,W,Home
693,Illinois,Mon Dec 6,Iowa,W,Away
694,Illinois,Sat Dec 11,Arizona,L,Home
695,Illinois,Sat Dec 18,St. Francis PA,W,Home
696,Illinois,Wed Dec 22,Missouri,W,Neutral
697,Illinois,Tue Jan 4,Minnesota,W,Away
698,Illinois,Thu Jan 6,Maryland,W,Home
699,Illinois,Tue Jan 11,Nebraska,W,Away
700,Illinois,Fri Jan 14,Michigan,W,Home
701,Illinois,Mon Jan 17,Purdue,L,Home
702,Illinois,Fri Jan 21,Maryland,L,Away
703,Illinois,Tue Jan 25,Michigan St.,W,Home
704,Illinois,Sat Jan 29,Northwestern,W,Away
705,Illinois,Wed Feb 2,Wisconsin,W,Home
706,Illinois,Sat Feb 5,Indiana,W,Away
707,Illinois,Tue Feb 8,Purdue,L,Away
708,Illinois,Sun Feb 13,Northwestern,W,Home
709,Illinois,Wed Feb 16,Rutgers,L,Away
710,Illinois,Sat Feb 19,Michigan St.,W,Away
711,Illinois,Thu Feb 24,Ohio St.,L,Home
712,Illinois,Sun Feb 27,Michigan,W,Away
713,Illinois,Thu Mar 3,Penn St.,W,Home
714,Illinois,Sun Mar 6,Iowa,W,Home
715,Illinois,Fri Mar 11,Indiana,L,Neutral
716,Illinois,Fri Mar 18,Chattanooga,W,Neutral
717,Illinois,Sun Mar 20,Houston,L,Neutral
718,LSU,Tue Nov 9,Louisiana Monroe,W,Home
719,LSU,Fri Nov 12,Texas St.,W,Home
720,LSU,Mon Nov 15,Liberty,W,Home
721,LSU,Thu Nov 18,McNeese St.,W,Home
722,LSU,Mon Nov 22,Belmont,W,Home
723,LSU,Fri Nov 26,Penn St.,W,Neutral
724,LSU,Sat Nov 27,Wake Forest,W,Neutral
725,LSU,Wed Dec 1,Ohio,W,Home
726,LSU,Sat Dec 11,Georgia Tech,W,Semi-Away
727,LSU,Tue Dec 14,Northwestern St.,W,Home
728,LSU,Sat Dec 18,Louisiana Tech,W,Neutral
729,LSU,Wed Dec 22,Lipscomb,W,Home
730,LSU,Wed Dec 29,Auburn,L,Away
731,LSU,Tue Jan 4,Kentucky,W,Home
732,LSU,Sat Jan 8,Tennessee,W,Home
733,LSU,Wed Jan 12,Florida,W,Away
734,LSU,Sat Jan 15,Arkansas,L,Home
735,LSU,Wed Jan 19,Alabama,L,Away
736,LSU,Sat Jan 22,Tennessee,L,Away
737,LSU,Wed Jan 26,Texas A&M,W,Home
738,LSU,Sat Jan 29,TCU,L,Away
739,LSU,Tue Feb 1,Mississippi,L,Home
740,LSU,Sat Feb 5,Vanderbilt,L,Away
741,LSU,Tue Feb 8,Texas A&M,W,Away
742,LSU,Sat Feb 12,Mississippi St.,W,Home
743,LSU,Wed Feb 16,Georgia,W,Home
744,LSU,Sat Feb 19,South Carolina,L,Away
745,LSU,Wed Feb 23,Kentucky,L,Away
746,LSU,Sat Feb 26,Missouri,W,Home
747,LSU,Wed Mar 2,Arkansas,L,Away
748,LSU,Sat Mar 5,Alabama,W,Home
749,LSU,Thu Mar 10,Missouri,W,Neutral
750,LSU,Fri Mar 11,Arkansas,L,Neutral
751,LSU,Fri Mar 18,Iowa St.,L,Neutral
752,Connecticut,Tue Nov 9,Central Connecticut,W,Home
753,Connecticut,Sat Nov 13,Coppin St.,W,Home
754,Connecticut,Wed Nov 17,LIU,W,Home
755,Connecticut,Sat Nov 20,Binghamton,W,Home
756,Connecticut,Wed Nov 24,Auburn,W,Neutral
757,Connecticut,Thu Nov 25,Michigan St.,L,Neutral
758,Connecticut,Fri Nov 26,VCU,W,Neutral
759,Connecticut,Tue Nov 30,Maryland Eastern Shore,W,Home
760,Connecticut,Sat Dec 4,Grambling St.,W,Home
761,Connecticut,Wed Dec 8,West Virginia,L,Away
762,Connecticut,Sat Dec 11,St. Bonaventure,W,Neutral
763,Connecticut,Sat Dec 18,Providence,L,Home
764,Connecticut,Tue Dec 21,Marquette,W,Away
765,Connecticut,Sat Jan 8,Seton Hall,L,Away
766,Connecticut,Wed Jan 12,St. John's,W,Home
767,Connecticut,Tue Jan 18,Butler,W,Home
768,Connecticut,Thu Jan 20,Butler,W,Away
769,Connecticut,Tue Jan 25,Georgetown,W,Home
770,Connecticut,Sat Jan 29,DePaul,W,Away
771,Connecticut,Tue Feb 1,Creighton,L,Home
772,Connecticut,Sat Feb 5,Villanova,L,Away
773,Connecticut,Tue Feb 8,Marquette,W,Home
774,Connecticut,Fri Feb 11,Xavier,L,Away
775,Connecticut,Sun Feb 13,St. John's,W,Away
776,Connecticut,Wed Feb 16,Seton Hall,W,Home
777,Connecticut,Sat Feb 19,Xavier,W,Home
778,Connecticut,Tue Feb 22,Villanova,W,Home
779,Connecticut,Sun Feb 27,Georgetown,W,Away
780,Connecticut,Wed Mar 2,Creighton,L,Away
781,Connecticut,Sat Mar 5,DePaul,W,Home
782,Connecticut,Thu Mar 10,Seton Hall,W,Neutral
783,Connecticut,Fri Mar 11,Villanova,L,Neutral
784,Connecticut,Thu Mar 17,New Mexico St.,L,Neutral
785,San Francisco,Tue Nov 9,LIU,W,Home
786,San Francisco,Thu Nov 11,Prairie View A&M,W,Home
787,San Francisco,Sat Nov 13,Davidson,W,Semi-Home
788,San Francisco,Mon Nov 15,Samford,W,Home
789,San Francisco,Thu Nov 18,Nevada,W,Home
790,San Francisco,Mon Nov 22,Morgan St.,W,Home
791,San Francisco,Thu Nov 25,Towson,W,Neutral
792,San Francisco,Fri Nov 26,UAB,W,Neutral
793,San Francisco,Sat Dec 4,UNLV,W,Home
794,San Francisco,Wed Dec 8,Fresno St.,W,Home
795,San Francisco,Sat Dec 18,Grand Canyon,L,Semi-Away
796,San Francisco,Sun Dec 19,Arizona St.,W,Away
797,San Francisco,Wed Dec 22,Southern Illinois,W,Home
798,San Francisco,Thu Jan 6,Loyola Chicago,L,Neutral
799,San Francisco,Sat Jan 8,San Diego,W,Home
800,San Francisco,Thu Jan 13,Loyola Marymount,W,Home
801,San Francisco,Sat Jan 15,BYU,L,Home
802,San Francisco,Thu Jan 20,Gonzaga,L,Away
803,San Francisco,Sat Jan 22,Pepperdine,W,Away
804,San Francisco,Thu Jan 27,Saint Mary's,L,Home
805,San Francisco,Sat Jan 29,Santa Clara,W,Home
806,San Francisco,Thu Feb 3,BYU,W,Away
807,San Francisco,Sat Feb 5,Portland,W,Away
808,San Francisco,Tue Feb 8,Portland,L,Home
809,San Francisco,Thu Feb 10,Pepperdine,W,Home
810,San Francisco,Sat Feb 12,Santa Clara,W,Away
811,San Francisco,Thu Feb 17,Saint Mary's,L,Away
812,San Francisco,Mon Feb 21,Pacific,W,Away
813,San Francisco,Thu Feb 24,Gonzaga,L,Home
814,San Francisco,Sat Feb 26,San Diego,W,Away
815,San Francisco,Sat Mar 5,BYU,W,Neutral
816,San Francisco,Mon Mar 7,Gonzaga,L,Neutral
817,San Francisco,Thu Mar 17,Murray St.,L,Neutral
818,Memphis,Tue Nov 9,Tennessee Tech,W,Home
819,Memphis,Sat Nov 13,North Carolina Central,W,Home
820,Memphis,Tue Nov 16,Saint Louis,W,Home
821,Memphis,Fri Nov 19,Western Kentucky,W,Home
822,Memphis,Wed Nov 24,Virginia Tech,W,Neutral
823,Memphis,Fri Nov 26,Iowa St.,L,Neutral
824,Memphis,Wed Dec 1,Georgia,L,Away
825,Memphis,Sat Dec 4,Mississippi,L,Away
826,Memphis,Fri Dec 10,Murray St.,L,Home
827,Memphis,Tue Dec 14,Alabama,W,Home
828,Memphis,Wed Dec 29,Tulane,L,Away
829,Memphis,Sat Jan 1,Wichita St.,W,Away
830,Memphis,Tue Jan 4,Tulsa,W,Home
831,Memphis,Sun Jan 9,Cincinnati,W,Home
832,Memphis,Wed Jan 12,UCF,L,Away
833,Memphis,Sat Jan 15,East Carolina,L,Away
834,Memphis,Thu Jan 20,SMU,L,Home
835,Memphis,Sun Jan 23,Tulsa,W,Away
836,Memphis,Thu Jan 27,East Carolina,W,Home
837,Memphis,Sat Feb 5,UCF,W,Home
838,Memphis,Wed Feb 9,Tulane,W,Home
839,Memphis,Sat Feb 12,Houston,W,Away
840,Memphis,Tue Feb 15,Cincinnati,W,Away
841,Memphis,Sun Feb 20,SMU,L,Away
842,Memphis,Thu Feb 24,Temple,W,Home
843,Memphis,Sun Feb 27,Wichita St.,W,Home
844,Memphis,Thu Mar 3,South Florida,W,Away
845,Memphis,Sun Mar 6,Houston,W,Home
846,Memphis,Fri Mar 11,UCF,W,Neutral
847,Memphis,Sat Mar 12,SMU,W,Neutral
848,Memphis,Sun Mar 13,Houston,L,Neutral
849,Memphis,Thu Mar 17,Boise St.,W,Neutral
850,Memphis,Sat Mar 19,Gonzaga,L,Neutral
851,San Diego St.,Tue Nov 9,UC Riverside,W,Home
852,San Diego St.,Fri Nov 12,BYU,L,Away
853,San Diego St.,Thu Nov 18,Arizona St.,W,Home
854,San Diego St.,Sat Nov 20,UT Arlington,W,Home
855,San Diego St.,Thu Nov 25,Georgetown,W,Neutral
856,San Diego St.,Fri Nov 26,USC,L,Neutral
857,San Diego St.,Tue Nov 30,Long Beach St.,W,Home
858,San Diego St.,Sat Dec 4,Michigan,L,Away
859,San Diego St.,Wed Dec 8,Cal St. Fullerton,W,Home
860,San Diego St.,Fri Dec 17,Saint Mary's,W,Neutral
861,San Diego St.,Wed Dec 22,UC San Diego,W,Home
862,San Diego St.,Sat Jan 1,UNLV,W,Away
863,San Diego St.,Sat Jan 8,Colorado St.,W,Home
864,San Diego St.,Sat Jan 22,Boise St.,L,Home
865,San Diego St.,Mon Jan 24,UNLV,W,Home
866,San Diego St.,Wed Jan 26,Utah St.,L,Away
867,San Diego St.,Mon Jan 31,New Mexico,W,Home
868,San Diego St.,Fri Feb 4,Colorado St.,L,Away
869,San Diego St.,Sun Feb 6,Nevada,W,Home
870,San Diego St.,Wed Feb 9,San Jose St.,W,Away
871,San Diego St.,Sat Feb 12,Air Force,W,Home
872,San Diego St.,Tue Feb 15,Utah St.,W,Home
873,San Diego St.,Sat Feb 19,Fresno St.,W,Away
874,San Diego St.,Tue Feb 22,Boise St.,L,Away
875,San Diego St.,Fri Feb 25,San Jose St.,W,Home
876,San Diego St.,Mon Feb 28,Wyoming,W,Away
877,San Diego St.,Thu Mar 3,Fresno St.,W,Home
878,San Diego St.,Sat Mar 5,Nevada,W,Away
879,San Diego St.,Thu Mar 10,Fresno St.,W,Neutral
880,San Diego St.,Fri Mar 11,Colorado St.,W,Neutral
881,San Diego St.,Sat Mar 12,Boise St.,L,Neutral
882,San Diego St.,Thu Mar 17,Creighton,L,Neutral
883,TCU,Thu Nov 11,McNeese St.,W,Home
884,TCU,Mon Nov 15,Southern Miss,W,Home
885,TCU,Thu Nov 18,Nicholls St.,W,Home
886,TCU,Mon Nov 22,Santa Clara,L,Neutral
887,TCU,Wed Nov 24,Pepperdine,W,Neutral
888,TCU,Mon Nov 29,Austin Peay,W,Home
889,TCU,Thu Dec 2,Oral Roberts,W,Home
890,TCU,Wed Dec 8,Utah,W,Semi-Home
891,TCU,Sat Dec 11,Texas A&M,W,Neutral
892,TCU,Sat Dec 18,Georgetown,W,Away
893,TCU,Tue Dec 21,Grambling St.,W,Home
894,TCU,Sat Jan 8,Baylor,L,Home
895,TCU,Wed Jan 12,Kansas St.,W,Away
896,TCU,Sat Jan 15,Oklahoma,W,Home
897,TCU,Wed Jan 19,Oklahoma St.,L,Away
898,TCU,Sat Jan 22,Iowa St.,W,Away
899,TCU,Tue Jan 25,Texas,L,Home
900,TCU,Sat Jan 29,LSU,W,Home
901,TCU,Mon Jan 31,Oklahoma,W,Away
902,TCU,Sat Feb 5,Kansas St.,L,Home
903,TCU,Tue Feb 8,Oklahoma St.,W,Home
904,TCU,Sat Feb 12,Texas Tech,L,Away
905,TCU,Tue Feb 15,Iowa St.,L,Home
906,TCU,Sat Feb 19,Baylor,L,Away
907,TCU,Mon Feb 21,West Virginia,W,Home
908,TCU,Wed Feb 23,Texas,L,Away
909,TCU,Sat Feb 26,Texas Tech,W,Home
910,TCU,Tue Mar 1,Kansas,W,Home
911,TCU,Thu Mar 3,Kansas,L,Away
912,TCU,Sat Mar 5,West Virginia,L,Away
913,TCU,Thu Mar 10,Texas,W,Neutral
914,TCU,Fri Mar 11,Kansas,L,Semi-Away
915,TCU,Fri Mar 18,Seton Hall,W,Neutral
916,TCU,Sun Mar 20,Arizona,L,Neutral
917,Michigan,Wed Nov 10,Buffalo,W,Home
918,Michigan,Sat Nov 13,Prairie View A&M,W,Neutral
919,Michigan,Tue Nov 16,Seton Hall,L,Home
920,Michigan,Fri Nov 19,UNLV,W,Semi-Away
921,Michigan,Sun Nov 21,Arizona,L,Neutral
922,Michigan,Wed Nov 24,Tarleton St.,W,Home
923,Michigan,Wed Dec 1,North Carolina,L,Away
924,Michigan,Sat Dec 4,San Diego St.,W,Home
925,Michigan,Tue Dec 7,Nebraska,W,Away
926,Michigan,Sat Dec 11,Minnesota,L,Home
927,Michigan,Sat Dec 18,Southern Utah,W,Home
928,Michigan,Thu Dec 30,UCF,L,Away
929,Michigan,Tue Jan 4,Rutgers,L,Away
930,Michigan,Fri Jan 14,Illinois,L,Away
931,Michigan,Tue Jan 18,Maryland,W,Home
932,Michigan,Sun Jan 23,Indiana,W,Away
933,Michigan,Wed Jan 26,Northwestern,W,Home
934,Michigan,Sat Jan 29,Michigan St.,L,Away
935,Michigan,Tue Feb 1,Nebraska,W,Home
936,Michigan,Sat Feb 5,Purdue,L,Away
937,Michigan,Tue Feb 8,Penn St.,W,Away
938,Michigan,Thu Feb 10,Purdue,W,Home
939,Michigan,Sat Feb 12,Ohio St.,L,Home
940,Michigan,Thu Feb 17,Iowa,W,Away
941,Michigan,Sun Feb 20,Wisconsin,L,Away
942,Michigan,Wed Feb 23,Rutgers,W,Home
943,Michigan,Sun Feb 27,Illinois,L,Home
944,Michigan,Tue Mar 1,Michigan St.,W,Home
945,Michigan,Thu Mar 3,Iowa,L,Home
946,Michigan,Sun Mar 6,Ohio St.,W,Away
947,Michigan,Thu Mar 10,Indiana,L,Neutral
948,Michigan,Thu Mar 17,Colorado St.,W,Neutral
949,Michigan,Sat Mar 19,Tennessee,W,Neutral
950,Michigan,Thu Mar 24,Villanova,L,Neutral
951,Alabama,Tue Nov 9,Louisiana Tech,W,Home
952,Alabama,Fri Nov 12,South Dakota St.,W,Home
953,Alabama,Tue Nov 16,South Alabama,W,Home
954,Alabama,Fri Nov 19,Oakland,W,Home
955,Alabama,Thu Nov 25,Iona,L,Neutral
956,Alabama,Fri Nov 26,Drake,W,Neutral
957,Alabama,Sun Nov 28,Miami FL,W,Neutral
958,Alabama,Sat Dec 4,Gonzaga,W,Semi-Away
959,Alabama,Sat Dec 11,Houston,W,Home
960,Alabama,Tue Dec 14,Memphis,L,Away
961,Alabama,Sat Dec 18,Jacksonville St.,W,Home
962,Alabama,Tue Dec 21,Davidson,L,Semi-Home
963,Alabama,Wed Dec 29,Tennessee,W,Home
964,Alabama,Wed Jan 5,Florida,W,Away
965,Alabama,Sat Jan 8,Missouri,L,Away
966,Alabama,Tue Jan 11,Auburn,L,Home
967,Alabama,Sat Jan 15,Mississippi St.,L,Away
968,Alabama,Wed Jan 19,LSU,W,Home
969,Alabama,Sat Jan 22,Missouri,W,Home
970,Alabama,Tue Jan 25,Georgia,L,Away
971,Alabama,Sat Jan 29,Baylor,W,Home
972,Alabama,Tue Feb 1,Auburn,L,Away
973,Alabama,Sat Feb 5,Kentucky,L,Home
974,Alabama,Wed Feb 9,Mississippi,W,Away
975,Alabama,Sat Feb 12,Arkansas,W,Home
976,Alabama,Wed Feb 16,Mississippi St.,W,Home
977,Alabama,Sat Feb 19,Kentucky,L,Away
978,Alabama,Tue Feb 22,Vanderbilt,W,Away
979,Alabama,Sat Feb 26,South Carolina,W,Home
980,Alabama,Wed Mar 2,Texas A&M,L,Home
981,Alabama,Sat Mar 5,LSU,L,Away
982,Alabama,Thu Mar 10,Vanderbilt,L,Neutral
983,Alabama,Fri Mar 18,Notre Dame,L,Neutral
984,Loyola Chicago,Tue Nov 9,Coppin St.,W,Home
985,Loyola Chicago,Sat Nov 13,Florida Gulf Coast,W,Home
986,Loyola Chicago,Tue Nov 16,Chicago St.,W,Home
987,Loyola Chicago,Sat Nov 20,Illinois Chicago,W,Home
988,Loyola Chicago,Wed Nov 24,Michigan St.,L,Neutral
989,Loyola Chicago,Thu Nov 25,Auburn,L,Neutral
990,Loyola Chicago,Fri Nov 26,Arizona St.,W,Neutral
991,Loyola Chicago,Wed Dec 1,Indiana St.,W,Home
992,Loyola Chicago,Sat Dec 4,DePaul,W,Away
993,Loyola Chicago,Fri Dec 10,Vanderbilt,W,Away
994,Loyola Chicago,Thu Jan 6,San Francisco,W,Neutral
995,Loyola Chicago,Sat Jan 8,Bradley,W,Home
996,Loyola Chicago,Tue Jan 11,Valparaiso,W,Home
